gene_id	chr	gene_name	start	end	strand	description
YJL194W	10	CDC6	69338	70879	W	Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress
YJL195C	10		69942	69241	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL194W/CDC6
YJL193W	10		71366	72574	W	Putative protein of unknown function, predicted to encode a triose phosphate transporter subfamily member based on phylogenetic analysis; similar to YOR307C/SLY41; deletion mutant has a respiratory growth defect
YJL192C	10	SOP4	73414	72710	C	ER-membrane protein; suppressor of pma1-7, deletion of SOP4 slows down the export of wild-type Pma1p and Pma1-7 from the ER
YJL191W	10	RPS14B	73787	74611	W	Protein component of the small (40S) ribosomal subunit; required for ribosome assembly and 20S pre-rRNA processing; mutations confer cryptopleurine resistance; homologous to mammalian ribosomal protein S14 and bacterial S11; RPS14B has a paralog, RPS14A, that arose from the whole genome duplication
YJL190C	10	RPS22A	75302	74910	C	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22A has a paralog, RPS22B, that arose from the whole genome duplication
YJL189W	10	RPL39	75933	76474	W	Ribosomal 60S subunit protein L39; required for ribosome biogenesis; loss of both Rpl31p and Rpl39p confers lethality; also exhibits genetic interactions with SIS1 and PAB1; homologous to mammalian ribosomal protein L39, no bacterial homolog
YJL188C	10	BUD19	76510	76202	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 88% of ORF overlaps the verified gene RPL39; diploid mutant displays a weak budding pattern phenotype in a systematic assay
YJL187C	10	SWE1	79262	76803	C	Protein kinase that regulates the G2/M transition by inhibition of Cdc28p kinase activity; localizes to the nucleus and to the daughter side of the mother-bud neck; phosphorylates conserved tyrosine residue in N-terminus of Hsp90 in cell-cycle associated manner, thus modulating the ability of Hsp90 to chaperone a selected clientele; homolog of S. pombe Wee1p; potential Cdc28p substrate
YJL186W	10	MNN5	80155	81915	W	Alpha-1,2-mannosyltransferase, responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment
YJL185C	10	ATG36	82976	82095	C	Pex3p interacting protein, required for pexophagy; interacts with Atg8p and Atg11p; mRNA is weakly cell cycle regulated, peaking in G2 phase; YJL185C is a non-essential gene
YJL184W	10	GON7	83448	83819	W	Component of the EKC/KEOPS protein complex with Kae1p, Cgi121p, Pcc1p, and Bud32p; EKC/KEOPS complex is required for t6A tRNA modification and may have roles in telomere maintenance and transcription; implicated in osmotic stress response
YJL183W	10	MNN11	84068	85336	W	Subunit of a Golgi mannosyltransferase complex that also contains Anp1p, Mnn9p, Mnn10p, and Hoc1p, and mediates elongation of the polysaccharide mannan backbone; has homology to Mnn10p
YJL181W	10		85660	87495	W	Putative protein of unknown function; expression is cell-cycle regulated as shown by microarray analysis; potential regulatory target of Mbp1p, which binds to the YJL181W promoter region; YJL181W has a paralog, YJR030C, that arose from the whole genome duplication
YJL182C	10		85752	85435	C	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized ORF YJL181W
YJL180C	10	ATP12	88560	87583	C	Conserved protein required for assembly of alpha and beta subunits into the F1 sector of mitochondrial F1F0 ATP synthase; mutation of human ATP12 reduces active ATP synthase levels and is associated with the disorder ATPAF2 deficiency
YJL179W	10	PFD1	88787	89116	W	Subunit of heterohexameric prefoldin; prefoldin binds cytosolic chaperonin and transfers target proteins to it; involved in the biogenesis of actin and of alpha- and gamma-tubulin
YJL178C	10	ATG27	90097	89282	C	Type I membrane protein involved in autophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway; may be involved in membrane delivery to the phagophore assembly site
YJL177W	10	RPL17B	90786	91657	W	Ribosomal 60S subunit protein L17B; homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17B has a paralog, RPL17A, that arose from the whole genome duplication
YJL175W	10		94049	94561	W	Dubious open reading frame unlikely to encode a functional protein; deletion confers resistance to cisplatin, hypersensitivity to 5-fluorouracil, and growth defect at high pH with high calcium; overlaps gene for SWI3 transcription factor
YJL176C	10	SWI3	94530	92053	C	Subunit of the SWI/SNF chromatin remodeling complex; SWI/SNF regulates transcription by remodeling chromosomes; contains SANT domain that is required for SWI/SNF assembly; is essential for displacement of histone H2A-H2B dimers during ATP-dependent remodeling; required for transcription of many genes, including ADH1, ADH2, GAL1, HO, INO1 and SUC2; relocates to the cytosol under hypoxic conditions
YJL174W	10	KRE9	95092	95922	W	Glycoprotein involved in cell wall beta-glucan assembly; null mutation leads to severe growth defects, aberrant multibudded morphology, and mating defects
YJL173C	10	RFA3	96529	96161	C	Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein complex involved in DNA replication, repair, and recombination; protein abundance increases in response to DNA replication stress
YJL172W	10	CPS1	97737	99467	W	Vacuolar carboxypeptidase S; expression is induced under low-nitrogen conditions
YJL171C	10		100894	99704	C	GPI-anchored cell wall protein of unknown function; induced in response to cell wall damaging agents and by mutations in genes involved in cell wall biogenesis; sequence similarity to YBR162C/TOS1, a covalently bound cell wall protein; protein abundance increases in response to DNA replication stress
YJL170C	10	ASG7	101779	101150	C	Protein that regulates signaling from a G protein beta subunit Ste4p and its relocalization within the cell; specific to a-cells and induced by alpha-factor
YJL169W	10		102099	102467	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YJL168C/SET2
YJL168C	10	SET2	104428	102227	C	Histone methyltransferase with a role in transcriptional elongation; methylates H3 lysine 36, which suppresses incorporation of acetylated histones and signals for the deacetylation of these histones within transcribed genes; associates with the C-terminal domain of Rpo21p; histone methylation activity is regulated by phosphorylation status of Rpo21p; relocalizes to the cytosol in response to hypoxia
YJL167W	10	ERG20	105014	106072	W	Farnesyl pyrophosphate synthetase, has both dimethylallyltranstransferase and geranyltranstransferase activities; catalyzes the formation of C15 farnesyl pyrophosphate units for isoprenoid and sterol biosynthesis
YJL166W	10	QCR8	106434	106718	W	Subunit 8 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; oriented facing the intermembrane space; expression is regulated by Abf1p and Cpf1p
YJL165C	10	HAL5	109461	106894	C	Putative protein kinase; overexpression increases sodium and lithium tolerance, whereas gene disruption increases cation and low pH sensitivity and impairs potassium uptake, suggesting a role in regulation of Trk1p and/or Trk2p transporters; HAL5 has a paralog, KKQ8, that arose from the whole genome duplication
YJL164C	10	TPK1	111159	109966	C	cAMP-dependent protein kinase catalytic subunit; promotes vegetative growth in response to nutrients via the Ras-cAMP signaling pathway; inhibited by regulatory subunit Bcy1p in the absence of cAMP; regulates Whi3p; partially redundant with Tpk2p and Tpk3p; phosphorylates pre-Tom40p, which impairs its import into mitochondria under non-respiratory conditions; TPK1 has a paralog, TPK3, that arose from the whole genome duplication
YJL163C	10		113333	111666	C	Putative protein of unknown function
YJL162C	10	JJJ2	115629	113878	C	Protein of unknown function, contains a J-domain, which is a region with homology to the E. coli DnaJ protein
YJL161W	10	FMP33	117245	117787	W	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies
YJL160C	10		118825	117962	C	Putative protein of unknown function; member of the PIR (proteins with internal repeats) family of cell wall proteins; non-essential gene that is required for sporulation; mRNA is weakly cell cycle regulated, peaking in mitosis; YJL160C has a paralog, PIR1, that arose from the whole genome duplication
YJL159W	10	HSP150	120449	121690	W	O-mannosylated heat shock protein; secreted and covalently attached to the cell wall via beta-1,3-glucan and disulfide bridges; required for cell wall stability; induced by heat shock, oxidative stress, and nitrogen limitation; HSP150 has a paralog, PIR3, that arose from the whole genome duplication
YJL158C	10	CIS3	122948	122265	C	Mannose-containing glycoprotein constituent of the cell wall; member of the PIR (proteins with internal repeats) family
YJL157C	10	FAR1	126328	123836	C	CDK inhibitor and nuclear anchor; during the cell cycle Far1p sequesters the GEF Cdc24p in the nucleus; phosphorylation by Cdc28p-Cln results in SCFCdc4 complex-mediated ubiquitin-dependent degradation, releasing Cdc24p for export and activation of GTPase Cdc42p; in response to pheromone, phosphorylation of Far1p by MAPK Fus3p results in association with, and inhibition of Cdc28p-Cln, as well as Msn5p mediated nuclear export of Far1p-Cdc24p, targeting Cdc24p to polarity sites
YJL156W-A	10		126604	126825	W	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YJL156C	10	SSY5	128952	126853	C	Serine protease of SPS plasma membrane amino acid sensor system (Ssy1p-Ptr3p-Ssy5p); contains an inhibitory domain that dissociates in response to extracellular amino acids, freeing a catalytic domain to activate transcription factor Stp1p
YJL155C	10	FBP26	130643	129285	C	Fructose-2,6-bisphosphatase, required for glucose metabolism; protein abundance increases in response to DNA replication stress
YJL154C	10	VPS35	133935	131101	C	Endosomal subunit of membrane-associated retromer complex; required for retrograde transport; receptor that recognizes retrieval signals on cargo proteins, forms subcomplex with Vps26p and Vps29p that selects cargo proteins for retrieval; interacts with Ypt7p
